name,features,cuisines,meals,special meals,official_description,rating,street,country,region,coords,image
Pancho Villa - Sodermalm - CLOSED,"Takeout, Private Dining, Street Parking, Highchairs Available, Serves Alcohol, Accepts Credit Cards, ","Mexican, American, ","Late Night, Drinks, Lunch, Dinner, ",,We are a restaurant chain that serves Mexican food and flavors as well as awesome good burgers. Welcome,0.0,Ringvagen 12,Sweden,,"{'latitude': '59.31726', 'longitude': '18.050406'}",https://media-cdn.tripadvisor.com/media/photo-o/11/66/2d/83/getlstd-property-photo.jpg
The Bishops Arms Bellmansgatan,"Gift Cards Available, Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Wheelchair Accessible, Table Service, ","Bar, Pub, European, British, ","Dinner, ",,,4.0,12 Bellmansgatan 118 20,Sweden,,"{'latitude': '59.32013', 'longitude': '18.0647'}",https://media-cdn.tripadvisor.com/media/photo-o/19/10/52/24/another-beautiful-summer.jpg
Cafe Kaffe och Annat,,"European, Swedish, ",,,,3.5,Osterlanggatan 9 Gamla Stan,Sweden,,"{'latitude': '59.325645', 'longitude': '18.07416'}",https://media-cdn.tripadvisor.com/media/photo-o/01/bf/59/7c/selection-of-cakes.jpg
Kjellsons,,"International, European, ",,,,4.0,36 Birger Jarlsgatan,Sweden,,"{'latitude': '59.339', 'longitude': '18.0684'}",
Creme Stockholm,"Takeout, Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Table Service, Highchairs Available, ","International, Central European, European, ","Lunch, Dinner, Late Night, Drinks, ","Vegetarian Friendly, Vegan Options, ",,4.5,16 Nybrogatan,Sweden,,"{'latitude': '59.334732', 'longitude': '18.077496'}",https://media-cdn.tripadvisor.com/media/photo-o/11/e1/18/1a/chevre-creme-with-beetroots.jpg
The Market,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Discover, Table Service, Highchairs Available, ","Contemporary, European, Swedish, Scandinavian, ","Breakfast, Dinner, Drinks, Lunch, Brunch, ","Vegetarian Friendly, Vegan Options, Gluten Free Options, ",,3.5,Klarabergsgatan 41,Sweden,,"{'latitude': '59.331238', 'longitude': '18.059168'}",https://media-cdn.tripadvisor.com/media/photo-o/12/7a/bb/0c/the-market.jpg
Indira,"Wheelchair Accessible, Serves Alcohol, Takeout, Reservations, Seating, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Credit Cards, Table Service, Delivery, Highchairs Available, ","Bangladeshi, Indian, Bar, Pub, Diner, ","Dinner, Drinks, Late Night, ","Gluten Free Options, Vegetarian Friendly, Vegan Options, ",Welcome to an Indian restaurant situated in Stockholm since1990. We have both long term experience and knowledge about the Indian food culture. This gives our customers a satisfaction guarantee with an authentic Indian touch.,4.0,Bondegatan 3B,Sweden,,"{'latitude': '59.31255', 'longitude': '18.076464'}",https://media-cdn.tripadvisor.com/media/photo-o/12/17/16/1d/brahma.jpg
Gunters korvar,"Takeout, Wheelchair Accessible, ","German, Fast Food, European, Swedish, ","Lunch, ",,,4.5,66 Karlbergsvaegen,Sweden,,"{'latitude': '59.342384', 'longitude': '18.032576'}",https://media-cdn.tripadvisor.com/media/photo-o/0d/ae/28/49/photo0jpg.jpg
BROT AB,,"Cafe, ",,,,4.5,43 Odengatan,Sweden,,"{'latitude': '59.34445', 'longitude': '18.057331'}",https://media-cdn.tripadvisor.com/media/photo-o/08/8e/cb/ce/brot-ab.jpg
Sue Ellen,"Outdoor Seating, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Takeout, Reservations, Seating, Highchairs Available, Accepts Credit Cards, Private Dining, Street Parking, Wheelchair Accessible, Wine and Beer, Gift Cards Available, ","European, Fusion, Gastropub, Swedish, Bar, Scandinavian, ","Lunch, Dinner, Late Night, Drinks, ","Vegetarian Friendly, ",,4.0,"Tulegatan 17, 113 53 Stockholm, Sverige",Sweden,,"{'latitude': '59.342777', 'longitude': '18.061459'}",https://media-cdn.tripadvisor.com/media/photo-o/0b/97/f6/13/20160607-210958-largejpg.jpg
Sushibar Yinzuo,,,"Lunch, Dinner, ",,,3.0,Onskehemsgatan 43,Sweden,,"{'latitude': '59.263233', 'longitude': '18.040876'}",https://media-cdn.tripadvisor.com/media/photo-o/17/a8/ed/c1/img-20190525-170336-largejpg.jpg
Cafe Garden,,"Italian, French, European, Albanian, Swedish, Caucasian, ",,,Welcome to Cafe Garden in the heart of the Hammarby Sjostad,4.5,Hammarby Alle 109 Hammarby Sjöstad,Sweden,,"{'latitude': '59.30389', 'longitude': '18.09826'}",https://media-cdn.tripadvisor.com/media/photo-o/18/e6/43/53/cafe-garden.jpg
Restaurang Wollmar,"Seating, Television, Table Service, Reservations, Wheelchair Accessible, ","Bar, Pub, European, ","Dinner, ",,,4.0,12 Wollmar Yxkullsgatan Söder,Sweden,,"{'latitude': '59.31684', 'longitude': '18.06232'}",https://media-cdn.tripadvisor.com/media/photo-o/11/ed/57/77/restaurang-wollmar.jpg
Bird,"Gift Cards Available, Takeout, Seating, Serves Alcohol, Table Service, Full Bar, ","American, Bar, Street Food, ","Dinner, ",,We are Bird. A chef driven fried chicken concept that takes poultry to a whole other level. Starting in 2015 we are Stockholms first fried chicken restaurant. The whole menu is available for TAKE AWAY. Just call us or drop by,4.5,89 Regeringsgatan,Sweden,,"{'latitude': '59.3378', 'longitude': '18.067316'}",https://media-cdn.tripadvisor.com/media/photo-o/18/ee/dc/b4/img-20190824-215047-largejpg.jpg
La tentazione,"Gift Cards Available, Reservations, Seating, Serves Alcohol, Table Service, ","Italian, European, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, ",VGR3X19iS2w,4.0,60 Malmskillnadsgatan,Sweden,,"{'latitude': '59.33739', 'longitude': '18.064734'}",https://media-cdn.tripadvisor.com/media/photo-o/0a/14/f0/7a/cpaul-lindqvist.jpg
Thai Restaurang Orkide - CLOSED,"Outdoor Seating, Highchairs Available, Wheelchair Accessible, Table Service, Reservations, ",,"Lunch, Dinner, Drinks, ",,Restaurant Orkid,0.0,Medborgarplatsen 3,Sweden,,"{'latitude': '59.314167', 'longitude': '18.07173'}",https://media-cdn.tripadvisor.com/media/photo-o/0f/51/98/eb/orkide.jpg
India Lords,"Takeout, Seating, Reservations, Table Service, ","Indian, ","Lunch, Dinner, ","Vegetarian Friendly, ",,3.0,Hantverkargatan,Sweden,,"{'latitude': '59.32951', 'longitude': '18.03934'}",https://media-cdn.tripadvisor.com/media/photo-o/07/13/e6/ff/chicken-karai.jpg
Dovas Hornsgatan 90,,,,,,3.5,Sodermalm Hornsgatan 90,Sweden,,"{'latitude': '59.31783', 'longitude': '18.05321'}",https://media-cdn.tripadvisor.com/media/photo-o/09/b5/a9/89/dovas-hornsgatan-90.jpg
Combo,,"Asian, ",,,Lunch restaurant,3.0,106 Karlavaegen,Sweden,,"{'latitude': '59.335594', 'longitude': '18.100216'}",
Sushi Yama,,"Japanese, ",,,,2.0,6 Medborgarplatsen Söderhallarna,Sweden,,"{'latitude': '59.31459', 'longitude': '18.07257'}",https://media-cdn.tripadvisor.com/media/photo-o/1a/fc/bf/33/photo0jpg.jpg
New Peking City - CLOSED,"Buffet, ","Chinese, Asian, Mongolian, ","Lunch, Dinner, ",,,0.0,31 Nybrogatan,Sweden,,"{'latitude': '59.3358', 'longitude': '18.07815'}",https://media-cdn.tripadvisor.com/media/photo-o/07/03/74/12/restaurant-s-interior.jpg
Restaurang Retro Wenner-Gren Center,,"American, European, Swedish, ","Lunch, ",,,4.0,166 Sveavaegen,Sweden,,"{'latitude': '59.35101', 'longitude': '18.04845'}",
Al Capriccio,,"Italian, Mediterranean, European, ",,,,0.0,Birger Jarlsgatan 101,Sweden,,"{'latitude': '59.34767', 'longitude': '18.06037'}",
Ragnars Skafferi,"Takeout, Seating, Wheelchair Accessible, ","Swedish, Scandinavian, European, ","Lunch, Brunch, ","Vegetarian Friendly, Vegan Options, ",,4.5,1 Hantverkargatan City Hall,Sweden,,"{'latitude': '59.3275', 'longitude': '18.055279'}",https://media-cdn.tripadvisor.com/media/photo-o/10/59/93/7a/great-stop-for-a-rest.jpg
Sushi-Bar Ginza,"Takeout, Seating, ","Sushi, Japanese, Asian, ",,,,4.0,Malmskillnadsgatan 29,Sweden,,"{'latitude': '59.33451', 'longitude': '18.06539'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/93/d5/ff/take-away-sushi-box.jpg
Restaurang Hongkist AB,"Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, ","Chinese, Asian, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, ",VENPX185N3k,4.0,13 Linnegatan,Sweden,,"{'latitude': '59.33777', 'longitude': '18.077793'}",https://media-cdn.tripadvisor.com/media/photo-o/0b/4e/ef/83/photo4jpg.jpg
800 grader,"Takeout, Seating, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Delivery, Table Service, ","Italian, Pizza, European, ","Dinner, Late Night, ","Vegetarian Friendly, ","Warm atmosphere, local favorite, lots of regular guests. Always specially selected ingredients for our pizzas.",4.5,17 Sigtunagatan Metro St Eriksplan,Sweden,,"{'latitude': '59.34219', 'longitude': '18.04072'}",https://media-cdn.tripadvisor.com/media/photo-o/0e/56/16/ed/mycket-mycket-goda-pizzor.jpg
Pizzeria La Grande,,"Pizza, ",,,,4.0,32 Dalagatan,Sweden,,"{'latitude': '59.34011', 'longitude': '18.04743'}",https://media-cdn.tripadvisor.com/media/photo-o/09/c7/05/e5/pizzeria-la-grande.jpg
Stockholm Waterfront RBG,"Reservations, Buffet, Seating, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service, Private Dining, Highchairs Available, Wheelchair Accessible, ","International, European, ","Dinner, Breakfast, Lunch, Brunch, ",,aHZCX19Ld2o,4.0,4 Nils Ericsons Plan RBG Radisson Blu Waterfront Hotel,Sweden,,"{'latitude': '59.32984', 'longitude': '18.056864'}",https://media-cdn.tripadvisor.com/media/photo-o/1c/66/eb/32/restaurant-area.jpg
Markattan,,"International, European, ",,,,3.0,Stora Nygatan 43,Sweden,,"{'latitude': '59.32339', 'longitude': '18.0707'}",
O'Learys - Djurgarden,"Reservations, Outdoor Seating, Seating, Television, Serves Alcohol, Table Service, ","Bar, Pub, American, ","Lunch, Dinner, ",,,3.0,6 Allmaenna Graend Djurgården,Sweden,,"{'latitude': '59.324448', 'longitude': '18.096369'}",https://media-cdn.tripadvisor.com/media/photo-o/13/33/da/a9/20180607-134721-largejpg.jpg
Indiska Restaurang Shimla,,"Indian, ",,,,4.0,"Fleminngatan 45, Fridhamsplan",Sweden,,"{'latitude': '59.33495', 'longitude': '18.02893'}",
Utecompagniet,"Reservations, Seating, ","Bar, Pub, ","Dinner, ",,,3.5,Stureplan,Sweden,,"{'latitude': '59.33624', 'longitude': '18.07258'}",https://media-cdn.tripadvisor.com/media/photo-o/09/c7/4e/9c/utecompagniet.jpg
Thai House Wok,,"Thai, ",,,,4.0,Lindhagensgatan 139C,Sweden,,"{'latitude': '59.33876', 'longitude': '18.00562'}",https://media-cdn.tripadvisor.com/media/photo-o/13/9e/07/03/no-16-pad-guay-teow-fried.jpg
Abrahamsbergssushi,,"Sushi, ",,,,3.0,Abrahamsbergsvagen 9,Sweden,,"{'latitude': '59.33625', 'longitude': '17.95279'}",
Juice Fabriken,,,"Lunch, Dinner, ",,,0.0,52 Sankt Eriksgatan,Sweden,,"{'latitude': '59.33582', 'longitude': '18.03387'}",
Ristorante Piace,,"Italian, ",,,,4.0,Ringvagen 108,Sweden,,"{'latitude': '59.307957', 'longitude': '18.077919'}",https://media-cdn.tripadvisor.com/media/photo-o/15/0e/68/5b/photo1jpg.jpg
Habibi,"Reservations, Seating, Table Service, ",,"Dinner, ",,ZlpIX19XYk0,3.5,Skanegatan 71,Sweden,,"{'latitude': '59.31258', 'longitude': '18.08125'}",https://media-cdn.tripadvisor.com/media/photo-o/04/34/8c/7f/order-at-the-bar-value.jpg
Golden Hits,"Reservations, Serves Alcohol, Full Bar, Table Service, Seating, ","European, Scandinavian, International, ","Drinks, Late Night, ","Vegetarian Friendly, ",,3.0,Kungsgatan 29,Sweden,,"{'latitude': '59.33592', 'longitude': '18.066805'}",https://media-cdn.tripadvisor.com/media/photo-o/18/b4/5d/1f/golden-hits.jpg
Krishna Cuisine,"Reservations, ",,,,,3.5,22 Fridhemsgatan,Sweden,,"{'latitude': '59.347095', 'longitude': '18.044353'}",https://media-cdn.tripadvisor.com/media/photo-o/12/68/c0/f9/krishna-cuisine.jpg
Fuori Di Pizza,"Seating, Takeout, Outdoor Seating, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, Delivery, ","Italian, Pizza, European, Neapolitan, Campania, Southern-Italian, ","Lunch, Dinner, Drinks, ","Vegetarian Friendly, Vegan Options, ","Italian pizza. In winter we have few places but a warm and welcoming environment. In the summer, however, we have 35 seats outside. Announcements",4.5,"Fuori di Pizza Vasastan, Karlbergsvagen 35 Fuori di Pizza Kungsholmen, Hantverkagatan 78",Sweden,,"{'latitude': '59.342648', 'longitude': '18.039444'}",https://media-cdn.tripadvisor.com/media/photo-o/15/f1/06/0b/crudorucolabufala.jpg
Millas,,"European, Swedish, ",,,,4.0,Byholmsgangen 1 Skärholmen Centrum,Sweden,,"{'latitude': '59.275', 'longitude': '17.90715'}",
Skanskvarn,,"European, Swedish, ","Dinner, ",,,3.0,Gullmarsplan Stockhall,Sweden,,"{'latitude': '59.301014', 'longitude': '18.079472'}",https://media-cdn.tripadvisor.com/media/photo-o/12/ea/a7/7b/photo0jpg.jpg
Boston Grill,"Reservations, Wheelchair Accessible, Serves Alcohol, Table Service, Seating, Highchairs Available, ","Steakhouse, Barbecue, American, Bar, Pub, ","Lunch, Dinner, ",,"Boston Grill - For the Love of Boston Our mission is to bring you a piece of Boston and the culture of New England. In our restaurants you can enjoy Boston inspired classics like grilled meat, lobster and sea food. We keep a wide variety of beer, wine and drinks for you and your friends to discover. Welcome to try the Nantucket twist",3.0,69 Arenavaegen,Sweden,,"{'latitude': '59.291767', 'longitude': '18.082335'}",https://media-cdn.tripadvisor.com/media/photo-o/0f/7e/e4/cc/boston-grill.jpg
Mukut Indian Restaurant,"Takeout, Reservations, Seating, Delivery, Outdoor Seating, Highchairs Available, Table Service, ","Indian, Asian, ","Lunch, Dinner, ","Vegetarian Friendly, Vegan Options, ",,4.0,26 Ynglingagatan,Sweden,,"{'latitude': '59.348408', 'longitude': '18.04449'}",https://media-cdn.tripadvisor.com/media/photo-o/07/b5/9d/28/mukut-indian-restaurant.jpg
Spice of India,"Reservations, ",,"Dinner, ",,WWhrX19iZXI,4.0,27 Torsgatan,Sweden,,"{'latitude': '59.33835', 'longitude': '18.03995'}",https://media-cdn.tripadvisor.com/media/photo-o/0f/6c/1c/44/spice-of-india.jpg
Alfredo's Arlanda,"Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Highchairs Available, ","Italian, Pizza, European, ","Lunch, Dinner, ","Vegetarian Friendly, ",,3.0,"Sky City, Arlanda",Sweden,,"{'latitude': '59.649345', 'longitude': '17.929338'}",https://media-cdn.tripadvisor.com/media/photo-o/12/8f/18/b4/alfredo-s.jpg
Die Waescherei,"Reservations, Seating, Serves Alcohol, Outdoor Seating, Highchairs Available, Table Service, ",,"Breakfast, Lunch, Dinner, Brunch, Late Night, ","Vegetarian Friendly, ",,3.0,Albertgasse 49 corner of Laudongasse,Austria,Vienna Region,"{'latitude': '48.213196', 'longitude': '16.34371'}",https://media-cdn.tripadvisor.com/media/photo-o/03/64/ba/63/die-wascherei.jpg
Gasthaus Schmid,"Reservations, ",,,,,4.5,Kollburggasse 4,Austria,Vienna Region,"{'latitude': '48.21619', 'longitude': '16.30116'}",https://media-cdn.tripadvisor.com/media/photo-o/17/0c/33/bb/beautiful-wee-place.jpg
Gasthaus Moeslinger,"Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer, Table Service, Takeout, ","Austrian, European, Central European, Healthy, Gastropub, ","Lunch, Dinner, Brunch, Late Night, Drinks, ","Vegetarian Friendly, Vegan Options, ","Located in the 2nd district of Vienna, not far from the Viennese Prater, the Gasthaus M",4.0,Stuwerstrasse 14,Austria,Vienna Region,"{'latitude': '48.218693', 'longitude': '16.399332'}",
Restaurant Stoger,"Wheelchair Accessible, Reservations, Outdoor Seating, Seating, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Table Service, Takeout, Street Parking, Full Bar, Accepts Credit Cards, Dog Friendly, Family style, Non-smoking restaurants, Gift Cards Available, ","Austrian, European, International, Contemporary, Soups, ","Lunch, Dinner, Drinks, ","Vegetarian Friendly, Gluten Free Options, ","A family business that has served traditional Viennese and Austrian cuisine along with seasonal specialties since 1952. An extensive wine selection, non-stop warm dishes and a garden provide a cozy atmosphere.",4.5,Ramperstorffergasse 63 1050 Wien,Austria,Vienna Region,"{'latitude': '48.190422', 'longitude': '16.35496'}",https://media-cdn.tripadvisor.com/media/photo-o/06/c5/b1/7a/zum-stoger.jpg
Biergasthof Otto,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Table Service, Full Bar, ","Austrian, Bar, Central European, European, ","Lunch, Dinner, Late Night, ","Vegetarian Friendly, ",,4.0,Altmannsdorfer Strasse 101,Austria,Vienna Region,"{'latitude': '48.162605', 'longitude': '16.317778'}",https://media-cdn.tripadvisor.com/media/photo-o/12/d6/6d/77/wienerschnitzel.jpg
Maria Rosa,"Reservations, Seating, Takeout, Wheelchair Accessible, Serves Alcohol, Table Service, ","Italian, Austrian, European, ","Lunch, ","Vegetarian Friendly, ",,3.5,Siebenbrunnenplatz 2,Austria,Vienna Region,"{'latitude': '48.18533', 'longitude': '16.3537'}",https://media-cdn.tripadvisor.com/media/photo-o/06/cb/cb/70/maria-rosa.jpg
Wirr am Brunnenmarkt,"Seating, Table Service, ","German, ","Breakfast, ","Vegetarian Friendly, ",,2.5,Brunnenmarkt Stand 157,Austria,Vienna Region,"{'latitude': '48.21068', 'longitude': '16.33585'}",https://media-cdn.tripadvisor.com/media/photo-o/0f/49/7b/e6/photo2jpg.jpg
Piccolo Ristorante - Pizzeria,,"Italian, Pizza, ",,,,3.0,Prandaugasse 60,Austria,Vienna Region,"{'latitude': '48.24335', 'longitude': '16.43597'}",
E-wok,"Takeout, Seating, Serves Alcohol, Table Service, Reservations, ","Sushi, Asian, Chinese, ","Lunch, Dinner, ","Vegetarian Friendly, ",,4.0,Donau-City-Strasse 4,Austria,Vienna Region,"{'latitude': '48.23266', 'longitude': '16.415113'}",https://media-cdn.tripadvisor.com/media/photo-o/12/39/ff/32/photo0jpg.jpg
Noodle King,,,"Lunch, Dinner, ",,,3.5,Obachgasse 75,Austria,Vienna Region,"{'latitude': '48.26168', 'longitude': '16.46395'}",https://media-cdn.tripadvisor.com/media/photo-o/12/6e/19/e1/noodle-king.jpg
Huong Viet,,"Vietnamese, ","Drinks, Lunch, Dinner, ",,"Trationelle, leichte K",3.5,Gatterburggasse 19,Austria,Vienna Region,"{'latitude': '48.23922', 'longitude': '16.35358'}",https://media-cdn.tripadvisor.com/media/photo-o/12/48/39/4c/huong-viet-2.jpg
Pierogi Bitte,,"Polish, European, ",,,,4.5,Schadekgasse 3,Austria,Vienna Region,"{'latitude': '48.198067', 'longitude': '16.351156'}",https://media-cdn.tripadvisor.com/media/photo-o/11/91/43/7b/20171222-155714-largejpg.jpg
Hebenstreit,"Reservations, Seating, Serves Alcohol, Table Service, ","Austrian, Mediterranean, European, Central European, ","Lunch, Dinner, ","Vegetarian Friendly, ",,4.5,Rockhgasse 1,Austria,Vienna Region,"{'latitude': '48.21363', 'longitude': '16.36542'}",https://media-cdn.tripadvisor.com/media/photo-o/1b/1d/49/67/schweinsfilet-mit-susskartoffe.jpg
Koo Sushi,"Takeout, Reservations, Seating, Table Service, ","Japanese, Sushi, Asian, ","Dinner, ","Vegetarian Friendly, Vegan Options, ",,3.5,Wiedner Hauptstrasse 66,Austria,Vienna Region,"{'latitude': '48.19021', 'longitude': '16.36607'}",
La MIramare,"Takeout, Reservations, Seating, Wheelchair Accessible, Table Service, ","Italian, Pizza, ","Lunch, Dinner, ","Vegetarian Friendly, ",,4.0,Maria-Kuhn-Gasse 6 Wienerberg City,Austria,Vienna Region,"{'latitude': '48.1681', 'longitude': '16.34424'}",https://media-cdn.tripadvisor.com/media/photo-o/12/78/45/1d/photo0jpg.jpg
New York in the City,,"International, ",,,,4.0,Neustiftgasse 38,Austria,Vienna Region,"{'latitude': '48.20543', 'longitude': '16.35039'}",
Kleines Schutzhaus Rosental,"Reservations, Seating, Table Service, Takeout, Serves Alcohol, ","Austrian, European, ","Lunch, Dinner, ","Vegetarian Friendly, ","Wie der Name schon sagt, soll das kleine Schutzhaus Rosental f",4.5,Rosentalgasse 667,Austria,Vienna Region,"{'latitude': '48.21045', 'longitude': '16.26965'}",https://media-cdn.tripadvisor.com/media/photo-o/1c/19/f4/84/alt-wiener-zwiebelrostbraten.jpg
Luxor,"Reservations, Television, Serves Alcohol, Full Bar, Free Wifi, Seating, Wheelchair Accessible, Table Service, ","Austrian, European, ","Breakfast, Lunch, Dinner, ",,,5.0,Gruenentorgasse 19B 1090 Vienna,Austria,Vienna Region,"{'latitude': '48.22094', 'longitude': '16.36408'}",https://media-cdn.tripadvisor.com/media/photo-o/0b/af/0d/fa/luxor-bar-raum.jpg
